turkey,root,vegetables,other,vegetables,whole,milk,butter,milk,UHT-milk,brown,bread,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,
finished,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical,fruit,other,vegetables,butter,sliced,cheese,domestic,eggs,rolls/buns,brown,bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,sausage,tropical,fruit,oil,spices,pickled,vegetables,bottled,water,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,pip,fruit,brown,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing,gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,domestic,eggs,pastry,bottled,water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,yogurt,domestic,eggs,roll,products,newspapers,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,Ginger,powder,red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other,vegetables,cream,cheese,soda,Canned,Pepsi,Powedered,honny,specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,Frozen,beef,slices,sliced,cheese,frozen,fish,rolls/buns,margarine,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,frozen,dessert,salty,snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,margarine,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,milk,yogurt,honey,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,other,vegetables,whole,milk,dessert,yogurt,frozen,vegetables,fruit/vegetable,juice,Pepsi,salty,snack,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,cream,cheese,frozen,meals,rolls/buns,brown,bread,bottled,water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,Pepsi,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver,loaf,Martadella,citrus,fruit,tropical,fruit,root,vegetables,other,vegetables,whole,milk,curd,dessert,yogurt,frozen,vegetables,brown,bread,semi-finished,bread,oil,dog,food,fruit/vegetable,juice,,,,,,,,,,,,,
pip,fruit,beverages,frozen,vegetables,frozen,meals,bottled,water,soda,salty,snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,frozen,meals,pasta,canned,fish,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty,snack,newspapers,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,pastry,semi-finished,bread,sugar,soda,salty,snack,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,chicken,Martadella,root,vegetables,whole,milk,whipped/sour,cream,rolls/buns,sugar,soda,waffles,chocolate,specialty,chocolate,chocolate,marshmallow,napkins,,,,,,,,,,,,,,,,,,,
herbs,other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,yogurt,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,pip,fruit,root,vegetables,other,vegetables,curd,butter,milk,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,other,vegetables,whole,milk,rolls/buns,bottled,water,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,Martadella,pip,fruit,other,vegetables,whole,milk,tidbits,frozen,fish,rolls/buns,margarine,baking,powder,soda,Pepsi,Powedered,honny,waffles,chocolate,candy,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,domestic,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,cream,cheese,pastry,canned,fish,fruit/vegetable,juice,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,Martadella,citrus,fruit,pip,fruit,other,vegetables,whipped/sour,cream,UHT-milk,salad,dressing,frozen,potato,products,salty,snack,newspapers,,,,,,,,,,,,,,,,,,,,,
Pepsi,Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other,vegetables,dessert,yogurt,condensed,milk,hard,cheese,spread,cheese,bottled,water,fruit/vegetable,juice,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,whole,milk,hard,cheese,rolls/buns,cat,food,bottled,water,dish,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,tropical,fruit,pip,fruit,root,vegetables,other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,other,vegetables,hard,cheese,spices,coffee,Canned,Pepsi,chocolate,candy,flower,(seeds),shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished,bread,long,life,bakery,product,waffles,detergent,newspapers,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,semi-finished,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical,fruit,grapes,berries,other,vegetables,pastry,soda,specialty,chocolate,napkins,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,pasta,oil,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip,fruit,onions,spices,cat,food,Pepsi,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,meat,whole,milk,dessert,butter,milk,whipped/sour,cream,sliced,cheese,rolls/buns,soda,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,whole,milk,yogurt,whipped/sour,cream,cat,food,specialty,chocolate,female,sanitary,products,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,organic,sausage,whole,milk,butter,UHT-milk,frozen,vegetables,pickled,vegetables,cat,food,female,sanitary,products,,,,,,,,,,,,,,,,,,,,,,,,
meat,onions,other,vegetables,chewing,gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,whole,milk,yogurt,processed,cheese,ice,cream,frozen,dessert,rolls/buns,white,bread,brown,bread,sugar,coffee,bottled,water,soda,Pepsi,candy,,,,,,,,,,,,,,,,,,
sausage,meat,tropical,fruit,rolls/buns,margarine,bottled,water,Pepsi,skin,care,hygiene,articles,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus,fruit,root,vegetables,whole,milk,waffles,chocolate,marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,whole,milk,yogurt,whipped/sour,cream,rolls/buns,cocoa,drinks,bottled,water,Pepsi,specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
ice,cream,misc.,beverages,Canned,Pepsi,napkins,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus,fruit,butter,domestic,eggs,flour,margarine,baking,powder,long,life,bakery,product,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,whole,milk,whipped/sour,cream,pastry,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,berries,onions,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,semi-finished,bread,flour,fruit/vegetable,juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole,milk,hard,cheese,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slicesburger,meat,whole,milk,white,bread,brown,bread,sugar,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,rolls/buns,coffee,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,cake,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,Pepsi,Powedered,honny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking,powder,bottled,water,salty,snack,chewing,gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,instant,coffee,misc.,beverages,fruit/vegetable,juice,chewing,gum,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,Ginger,powder,(appetizer),dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,Frozen,beef,slicesburger,meat,other,vegetables,whole,milk,brown,bread,margarine,bottled,water,Pepsi,flower,(seeds),,,,,,,,,,,,,,,,,,,,,,,
canned,vegetables,Powedered,honny,newspapers,flower,soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,onions,whipped/sour,cream,UHT-milk,frozen,dessert,margarine,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver,loaf,beef,whole,milk,yogurt,soft,cheese,frozen,vegetables,white,bread,roll,products,vinegar,baking,powder,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,whipped/sour,cream,brown,bread,bottled,water,hygiene,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,tropical,fruit,frozen,meals,frozen,dessert,rolls/buns,misc.,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen,beef,slices,pip,fruit,domestic,eggs,pastry,semi-finished,bread,cat,food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,other,vegetables,whipped/sour,cream,red/blush,wine,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,other,vegetables,whole,milk,oil,instant,coffee,specialty,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,yogurt,frozen,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced,cheese,rolls/buns,sugar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,rolls/buns,chewing,gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,cream,cheese,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,herbs,other,vegetables,candy,seasonal,products,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,tropical,fruit,root,vegetables,other,vegetables,whole,milk,whipped/sour,cream,curd,cheese,frozen,vegetables,soups,cat,food,chewing,gum,,,,,,,,,,,,,,,,,,,
sausage,other,vegetables,pasta,oil,margarine,coffee,syrup,Canned,Pepsi,napkins,light,bulbs,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,processed,cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,Frozen,beef,slicesburger,meat,chocolate,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,semi-finished,bread,margarine,ready,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger,powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cooking,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,root,vegetables,onions,whole,milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,root,vegetables,sliced,cheese,frozen,vegetables,frozen,potato,products,mustard,bottled,water,fruit/vegetable,juice,napkins,shopping,bags,,,,,,,,,,,,,,,,,,,,,,
cooking,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root,vegetables,beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,citrus,fruit,berries,whole,milk,yogurt,domestic,eggs,salt,waffles,cake,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,brown,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,other,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,nut,snack,specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,turkey,tropical,fruit,grapes,root,vegetables,other,vegetables,whole,milk,frozen,vegetables,frozen,meals,frozen,potato,products,pastry,pickled,vegetables,sweet,spreads,soda,misc.,beverages,salty,snack,cake,bar,chocolate,detergent,house,keeping,products,,,,,
sausage,Frozen,beef,slices,other,vegetables,ice,cream,white,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,salt,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,butter,rolls/buns,flower,(seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,pip,fruit,onions,whole,milk,curd,yogurt,pastry,Instant,food,products,kitchen,utensil,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,curd,Pepsi,cake,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical,fruit,root,vegetables,yogurt,brown,bread,canned,fish,Canned,Pepsi,red/blush,wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,whole,milk,cream,cheese,rolls/buns,chocolate,cooking,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown,bread,Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other,vegetables,whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled,water,long,life,bakery,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,sausage,root,vegetables,rolls/buns,pickled,vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger,liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other,vegetables,whole,milk,fruit/vegetable,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root,vegetables,butter,milk,frozen,vegetables,pastry,dish,cleaner,hygiene,articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,whole,milk,domestic,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus,fruit,pip,fruit,white,bread,brown,bread,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic,eggs,rolls/buns,coffee,Canned,Pepsi,Industrial,Fruit,Juice,chocolate,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,rolls/buns,pot,plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martadella,whole,milk,pastry,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,sausage,citrus,fruit,root,vegetables,other,vegetables,yogurt,soft,cheese,spread,cheese,rolls/buns,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,
Halawa,beef,brown,bread,margarine,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,cream,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,butter,frozen,meals,pasta,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip,fruit,onions,whole,milk,yogurt,frozen,vegetables,frozen,fish,rolls/buns,semi-finished,bread,margarine,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical,fruit,whole,milk,yogurt,whipped/sour,cream,white,bread,bottled,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,domestic,eggs,brown,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,other,vegetables,whole,milk,yogurt,cream,cheese,curd,cheese,domestic,eggs,sugar,fruit/vegetable,juice,napkins,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,rolls/buns,fruit/vegetable,juice,cooking,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other,vegetables,soda,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread,cheese,brown,bread,Canned,Pepsi,red/blush,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,fruit,whole,milk,curd,yogurt,sliced,cheese,mayonnaise,frozen,meals,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,Frozen,beef,slicesburger,meat,other,vegetables,whole,milk,butter,domestic,eggs,roll,products,sauces,Pepsi,,,,,,,,,,,,,,,,,,,,,,,
Halawa,Martadella,beef,Frozen,beef,slicesburger,meat,other,vegetables,whole,milk,butter,curd,yogurt,whipped/sour,cream,cream,cheese,frozen,vegetables,domestic,eggs,rolls/buns,sugar,mustard,ketchup,meat,spreads,canned,fish,Pepsi,chewing,gum,decalcifier,hygiene,articles,,,,
Frozen,beef,slicesburger,meat,tropical,fruit,other,vegetables,whole,milk,butter,curd,dessert,yogurt,whipped/sour,cream,UHT-milk,domestic,eggs,pastry,flour,margarine,cereals,canned,fish,cat,food,bottled,water,Pepsi,hygiene,articles,napkins,,,,,,,
brown,bread,Canned,honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,milk,yogurt,frozen,potato,products,brown,bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic,eggs,specialty,bar,seasonal,products,shopping,bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canned,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
